wavelength,vip,model,coef
2220,0.9379462205951208,PLSR starch,0.012232233530759196
1124,0.9376205350847654,PLSR starch,0.11745356443326371
1320,0.9361537755969226,PLSR starch,0.2778594111735717
928,0.9357101900983489,PLSR starch,0.6761677641083808
808,0.9339349674608438,PLSR starch,0.048779284128981484
960,0.9319386312545686,PLSR starch,0.32439027776833096
1720,0.9304094926968126,PLSR starch,0.2867757343662023
716,0.928582105175962,PLSR starch,-0.44904571876487864
2340,0.927701133806822,PLSR starch,1.245202088099356
952,0.9255970346187127,PLSR starch,0.5177131744243357
1128,0.925269517188667,PLSR starch,0.18997196948352463
940,0.9243529632301712,PLSR starch,0.20437004460806296
1780,0.9234904400365747,PLSR starch,0.23584750050377937
1120,0.9216384878028268,PLSR starch,0.09494098955502664
968,0.9208951493239078,PLSR starch,-0.1588793664142309
1364,0.920891343539625,PLSR starch,-0.004033404848373667
1908,0.9204242810915672,PLSR starch,0.2596987771744494
1324,0.9199037171337895,PLSR starch,0.2104562311838227
1140,0.9190195529074784,PLSR starch,0.1579532333170195
1144,0.9189407398252634,PLSR starch,0.1324237639126522
1132,0.9188409199759373,PLSR starch,0.12426749467521728
1772,0.918573580325868,PLSR starch,-0.33697741628234446
2336,0.9179523493764,PLSR starch,1.1995581284648351
792,0.9176964278440581,PLSR starch,-0.2525067799306925
1136,0.9175206340143703,PLSR starch,0.157300166846226
1148,0.9174744220090568,PLSR starch,0.034254760251822176
1360,0.9171261765341773,PLSR starch,-0.06073968556062311
1724,0.916752115022669,PLSR starch,0.1352573548109739
1368,0.9161957278258719,PLSR starch,0.08182529227627501
1348,0.9160416931350511,PLSR starch,-0.10184502408333208
1344,0.9152645569782618,PLSR starch,-0.05409623933978647
1036,0.9136789543070104,PLSR starch,0.051041420192521794
2240,0.912724950023126,PLSR starch,0.5552130913275493
1328,0.912200994860667,PLSR starch,0.14423233824753537
1352,0.9102237211711892,PLSR starch,-0.09552368148649786
996,0.910069013414385,PLSR starch,0.6349219686128074
1616,0.9095099133768542,PLSR starch,0.7594445272297151
1332,0.9092896844405639,PLSR starch,0.1488272986065595
1340,0.9092624269978891,PLSR starch,0.049480144305622045
1224,0.9092222783096605,PLSR starch,-0.0891814470369109
1744,0.909165542875424,PLSR starch,-0.31998592716320456
1356,0.9086342647092496,PLSR starch,-0.087316947456257
1732,0.9085367313727672,PLSR starch,-0.2763964228102476
1336,0.9063144264708003,PLSR starch,0.16629735537593385
1372,0.9054768989036834,PLSR starch,0.10610118374089152
568,0.9052743761559766,PLSR starch,-0.20496854737688444
1112,0.9047376061000778,PLSR starch,0.9874163640084588
412,0.9035616991714003,PLSR starch,0.22680714537840962
1236,0.9026836643559887,PLSR starch,0.04199483718942994
1016,0.9024810603474167,PLSR starch,-0.14980344843595875
1104,0.9013510145756843,PLSR starch,0.11617844020131074
1160,0.9010980837304028,PLSR starch,0.6276107627113303
2128,0.9009831696723364,PLSR starch,0.5948865675753056
376,0.8993697195121554,PLSR starch,0.15893978817996252
1632,0.8985862161477137,PLSR starch,0.7203502517933927
1768,0.8984474824259135,PLSR starch,-0.25058027138824085
1152,0.8965197563187585,PLSR starch,0.009108355891868442
1628,0.8957585844943778,PLSR starch,0.6777713771945503
1108,0.8955616177018015,PLSR starch,1.1156781126819608
2328,0.8954202200260046,PLSR starch,1.3121327392236173
2472,0.8948642839857873,PLSR starch,-1.2618463088160676
1728,0.8947253039286647,PLSR starch,0.04277345234391422
1012,0.8930147002278037,PLSR starch,0.37384451436127475
560,0.8927987145665975,PLSR starch,-0.5091760807986895
2080,0.8923681330005174,PLSR starch,-1.1002217443030378
1836,0.891761593717257,PLSR starch,0.4800059421653735
1464,0.8905801330021121,PLSR starch,0.29677998228379265
1840,0.8902753616262399,PLSR starch,0.43585771426336095
1376,0.8902110369331603,PLSR starch,0.11905014616704088
1904,0.8897898272427547,PLSR starch,0.20942190736743632
564,0.8897001276412063,PLSR starch,-0.4107198321896102
1776,0.8887969311701096,PLSR starch,0.06424975878524322
1116,0.8887494616806108,PLSR starch,0.314653397089539
1936,0.8881905926252085,PLSR starch,0.12157052797328162
1248,0.8852805028882903,PLSR starch,-0.04725650245975
1844,0.8847786451508849,PLSR starch,0.48098145537214576
1752,0.8844332573693289,PLSR starch,-0.16362186401315032
2228,0.8839502798041907,PLSR starch,0.22493537372396563
2208,0.8837939935360675,PLSR starch,0.03266276582458752
700,0.882778926573579,PLSR starch,-0.10511064996600074
2332,0.8827252703864936,PLSR starch,1.1725603554502528
1940,0.8824363502329097,PLSR starch,0.22989576430288083
1748,0.8824004420296406,PLSR starch,-0.18621031624091583
2084,0.8799373283973404,PLSR starch,-1.0703759686598786
408,0.8798737265151546,PLSR starch,-0.3919230629565647
464,0.8792156531689417,PLSR starch,1.0299269228270203
1756,0.8788297401898085,PLSR starch,-0.01948667752258468
1240,0.8771262521546327,PLSR starch,0.2961970952803865
1944,0.8768438699940121,PLSR starch,0.2506756794400176
1380,0.8742471235970097,PLSR starch,0.1589981852802105
388,0.8711690167419703,PLSR starch,-0.19071758585504925
2076,0.8686157439038984,PLSR starch,-0.9827616274946739
1900,0.8666442937850207,PLSR starch,0.19184701104825624
2468,0.8655715443002422,PLSR starch,-0.2879634276862434
1760,0.8650195503100688,PLSR starch,0.142513742385959
876,0.8644887072597044,PLSR starch,0.15044650067271204
1764,0.8636735666502684,PLSR starch,0.0902756544055903
1948,0.8616253298130608,PLSR starch,0.22544781065021074
1848,0.8610713842187779,PLSR starch,0.40676992882336505
1384,0.8585705747908211,PLSR starch,0.20752413851292062
1612,0.855525466955017,PLSR starch,0.4394321370471391
1156,0.8552493844168775,PLSR starch,0.21719259090954873
1008,0.8508561204602639,PLSR starch,0.21324822522263845
368,0.8498985592943026,PLSR starch,0.45321874298871356
1596,0.849158425904017,PLSR starch,0.28442781627088215
2452,0.8483040047402114,PLSR starch,0.23780142720998043
1600,0.8465758147500813,PLSR starch,0.27556121100572967
2072,0.8457654288549892,PLSR starch,-0.8869855827879428
2064,0.8440776019822092,PLSR starch,-0.8917348896727164
1952,0.8438305639182128,PLSR starch,0.1541309426102267
1896,0.843771616389428,PLSR starch,0.16411462680420247
1964,0.8433746475526988,PLSR starch,0.3300265022962592
1960,0.8405265845773336,PLSR starch,0.26518193248020305
1388,0.8395788764715117,PLSR starch,0.23930554053885023
1468,0.8392760871502913,PLSR starch,0.1622494802324352
1956,0.8384573383424598,PLSR starch,0.131524317595373
2440,0.8376990740332922,PLSR starch,0.015683469449144616
2480,0.836610798742573,PLSR starch,0.6574344369712231
1852,0.8345083619601177,PLSR starch,0.2927883011426425
1968,0.8342555026975266,PLSR starch,0.26812308683848673
984,0.8336514152518516,PLSR starch,-0.6215849002783337
2068,0.8324970767068326,PLSR starch,-0.8449351944440361
1592,0.83023086903822,PLSR starch,0.08136423065688113
1608,0.8288580310467031,PLSR starch,0.1203282552237644
2464,0.8283794653755209,PLSR starch,0.47720307798846867
2088,0.8279872821747495,PLSR starch,-0.8714580400160787
2124,0.8277732391148016,PLSR starch,0.531019370706744
1604,0.8267191398745959,PLSR starch,0.07909594474017835
1972,0.8265654628266389,PLSR starch,0.26189027923887925
444,0.823891726636223,PLSR starch,-0.3319486147753244
2060,0.8229983268403043,PLSR starch,-0.8535265560843975
1472,0.8229212906187584,PLSR starch,0.20997560634771842
364,0.8221972978534171,PLSR starch,-0.35258477423241896
1416,0.821917263570889,PLSR starch,0.4373086348915606
1004,0.821618866763587,PLSR starch,-0.5800768576893598
1976,0.8200935180911108,PLSR starch,0.260061422457794
1392,0.8180022771186516,PLSR starch,0.2561518573140541
1588,0.8178753692807302,PLSR starch,-0.21264106615793932
1980,0.817578397158633,PLSR starch,0.2896185657177607
1576,0.8174378421447237,PLSR starch,-0.22739466684741302
1580,0.8171836191858249,PLSR starch,-0.14266600056476286
1984,0.8167411890418353,PLSR starch,0.32763448556374253
1572,0.8166284247994542,PLSR starch,-0.38983902496613904
1584,0.8160414901779235,PLSR starch,-0.24828354354221682
2476,0.8156943922085637,PLSR starch,-0.8266577831985572
1856,0.8154762980229747,PLSR starch,0.3115874332951826
1892,0.8143434577600381,PLSR starch,0.14609403306515711
912,0.8139689891075769,PLSR starch,-0.39700947865731806
1552,0.8138200620107074,PLSR starch,-0.4655861492009247
1548,0.8131777799595413,PLSR starch,-0.4905381860558506
1568,0.8118418538185608,PLSR starch,-0.3432526825571277
1564,0.8118075334668973,PLSR starch,-0.3570852052605683
1560,0.8113574999777876,PLSR starch,-0.42497775512579433
1556,0.8096225593569945,PLSR starch,-0.43736952154984987
1476,0.8090724081171503,PLSR starch,0.20659696694544016
2224,0.8085187931411894,PLSR starch,0.13388853297429193
480,0.8084294184368611,PLSR starch,-0.4833310705749269
1988,0.8083603362301258,PLSR starch,0.3538788043895233
1544,0.804890990655349,PLSR starch,-0.46250587054107006
2444,0.8048288714768248,PLSR starch,-0.25185803247373023
2344,0.804735847055575,PLSR starch,0.8425542458385524
2436,0.8024159802316122,PLSR starch,-0.320694061106663
1540,0.7995404094973194,PLSR starch,-0.4477406650219296
2100,0.7991279457715306,PLSR starch,-0.6852575842400497
1992,0.7983852030375209,PLSR starch,0.3520720711264025
432,0.7974910880888534,PLSR starch,0.15292122153255394
1860,0.7972508396342655,PLSR starch,0.3300391624377918
1536,0.7969494651063967,PLSR starch,-0.4509185029807392
1396,0.7960933601856875,PLSR starch,0.25056791591112504
2484,0.7942450117018638,PLSR starch,0.35856080864930495
1996,0.7927880609916436,PLSR starch,0.31732522024483095
1480,0.7920049170389174,PLSR starch,0.15600987912413167
1532,0.7908446018506959,PLSR starch,-0.4100965682266897
372,0.7896197399121162,PLSR starch,0.5372134499953344
712,0.7884323356569038,PLSR starch,-0.31215140022752474
2000,0.7878229772055758,PLSR starch,0.30334180398128496
448,0.7866178871188216,PLSR starch,-0.6794135633760129
2056,0.7856226144529573,PLSR starch,-0.7749023738353649
2456,0.785460952640304,PLSR starch,0.023387450273306257
1252,0.7848825065899491,PLSR starch,0.0552894737645947
1528,0.7845661057880334,PLSR starch,-0.36284707217570433
980,0.7839383238970538,PLSR starch,-0.3325697170544973
396,0.7809791135054702,PLSR starch,-0.05917083980948907
1524,0.7790448442131055,PLSR starch,-0.35581888709548026
1484,0.7779498166405371,PLSR starch,0.11829570672655763
1888,0.7777983393505742,PLSR starch,0.15263386135034313
2004,0.7768279073437646,PLSR starch,0.2958085665353306
2092,0.7763330398680445,PLSR starch,-0.6608739360992901
2096,0.7760734304510706,PLSR starch,-0.630735840699908
1864,0.7742937916386177,PLSR starch,0.3215624902889619
1520,0.7740288144456631,PLSR starch,-0.3360442199017729
2120,0.7738552706402796,PLSR starch,0.2553335834493327
1400,0.7734705631235471,PLSR starch,0.24862354610645715
1488,0.7728683459492447,PLSR starch,0.08863574755434694
2448,0.7705216156556415,PLSR starch,-0.2711959568609122
2116,0.7686574994041625,PLSR starch,-0.06212574039296699
1516,0.7683787282726903,PLSR starch,-0.26111583764260954
2420,0.7680747668197985,PLSR starch,-0.6181173584914775
1000,0.7666040838173744,PLSR starch,-0.23010781574077432
1492,0.7657787977840415,PLSR starch,0.01888973078917769
2104,0.7655996230595827,PLSR starch,-0.47385539574332725
2008,0.7648151489661946,PLSR starch,0.26394002562246627
1512,0.7636292658682698,PLSR starch,-0.18806434655493165
1508,0.7621670914180545,PLSR starch,-0.19270083728032086
1504,0.7611429208794014,PLSR starch,-0.1416289921942604
420,0.7610931460519603,PLSR starch,0.555553405640422
2460,0.7602557867704166,PLSR starch,-0.49417163238648226
1496,0.759432828000018,PLSR starch,-0.018353471948998043
1500,0.7582409904375079,PLSR starch,-0.068405904660033
404,0.7566991765014136,PLSR starch,0.3819645377334191
2392,0.7565301777648291,PLSR starch,0.0781104387336119
2432,0.7537563335796627,PLSR starch,-0.01765051227132764
2012,0.7534175334568323,PLSR starch,0.23564648554578885
2284,0.753081328727474,PLSR starch,0.05314104072701329
2052,0.7518412107061867,PLSR starch,-0.6571026626378613
1404,0.7505018988644726,PLSR starch,0.2519683184577096
2112,0.7494410041719662,PLSR starch,-0.0035192563363602297
2488,0.748279267451719,PLSR starch,-0.34416228387905473
1868,0.7481562916684249,PLSR starch,0.27508906521109255
360,0.7454989909416676,PLSR starch,0.5699375636178575
1412,0.744514525153967,PLSR starch,0.31649168627829083
2016,0.7415517738411294,PLSR starch,0.13512755272926763
392,0.7413432395360486,PLSR starch,0.37097260673076676
1884,0.73795712855158,PLSR starch,0.17665652447659033
2428,0.7359117802537021,PLSR starch,-0.09119838931561206
1408,0.7343804920574416,PLSR starch,0.27116098122367477
2108,0.733844397463413,PLSR starch,-0.0921763868819004
2020,0.7329465662247013,PLSR starch,0.015672533124947804
2424,0.7325391358662289,PLSR starch,-0.3479413032502563
2396,0.7312976882660094,PLSR starch,-0.49366725750912555
2324,0.7307403754586785,PLSR starch,0.7607792390738061
2408,0.7285259938063235,PLSR starch,-0.45091372526417706
704,0.7248364362890235,PLSR starch,-0.09552077389408276
1872,0.7239089036293532,PLSR starch,0.2384340661035273
2388,0.7237832440934308,PLSR starch,0.21033324671715264
2404,0.7236436509375583,PLSR starch,-0.5426842100983613
2412,0.7212421033655607,PLSR starch,-0.3963505742451725
2416,0.7194746590597542,PLSR starch,-0.08930720937428345
2024,0.7158642669036058,PLSR starch,0.08123626365905116
2300,0.7102434859631309,PLSR starch,0.3714519417535168
1880,0.7091795879223268,PLSR starch,0.20639785572854327
2376,0.7065628472860284,PLSR starch,0.30925117703443106
1876,0.7060263718189703,PLSR starch,0.22138290737198407
2048,0.702806062693753,PLSR starch,-0.38851299771738046
2028,0.701227991058655,PLSR starch,0.0622469698890096
2032,0.6988867758764161,PLSR starch,-0.10523477641903296
400,0.6988340137325553,PLSR starch,-0.30848284264840536
2348,0.6968469959006796,PLSR starch,0.38839810635616057
2036,0.6939488474364226,PLSR starch,-0.14236618711990356
2372,0.6908102470037525,PLSR starch,0.11544861609557529
2400,0.6899160658816308,PLSR starch,-0.2792030490958977
2360,0.6892190871345198,PLSR starch,0.12025783294792144
2352,0.6874115634546286,PLSR starch,0.1893956382921756
2356,0.6793193245586747,PLSR starch,0.024435712901023074
2040,0.6782681503552863,PLSR starch,-0.08761783234169748
2044,0.6762486327122856,PLSR starch,-0.14219558778372937
2368,0.6762144402213753,PLSR starch,-0.006607339844881738
2312,0.6711039651042885,PLSR starch,-0.43474800815072984
2384,0.6699609046971834,PLSR starch,0.02154284349390188
708,0.6685322396859974,PLSR starch,-0.1758545105834092
2364,0.6673378334723983,PLSR starch,-0.0902717241223573
2316,0.6646154817680036,PLSR starch,-0.2448850018647095
2304,0.6644926161948136,PLSR starch,-0.21734110290947248
2380,0.6644716093388532,PLSR starch,-0.1277980804571037
2308,0.6598418997291727,PLSR starch,-0.3618383794369194
2320,0.6438039187443683,PLSR starch,0.07240666220449313
